  3.1220528258136540e+001  1.2134987731538165e+002  7.2578335457729082e+001
  3.1225323472858548e+001  1.2135023924624068e+002  9.5850195411965714e+001
  3.1225738617704760e+001  1.2135555433424078e+002  4.7617923546553172e+001
  3.1222526547596608e+001  1.2136008443768532e+002  4.8593872598075436e+001
  3.1219948026974983e+001  1.2135786282423588e+002  4.7071881321159303e+001
  3.1220485497411083e+001  1.2135051667803486e+002  5.5366198553083819e+001
  3.1222480819843934e+001  1.2135274165658832e+002  6.9782284846193079e+001
  3.1222053634789606e+001  1.2135882383682943e+002  6.5093330067537039e+001
  3.1224276592432776e+001  1.2136049334313675e+002  6.5395797428689349e+001
  3.1225522791815401e+001  1.2136075141763332e+002  5.5878216040259289e+001
  3.1225739220074576e+001  1.2135822753840000e+002  6.4287105927966422e+001
  3.1225736599439283e+001  1.2134621081146892e+002  8.7251757487324809e+001
  3.1228530548128916e+001  1.2134565651361497e+002  8.2902009089102521e+001
  3.1226520469632145e+001  1.2135672818701649e+002  5.6597422450013269e+001
  3.1225876162255979e+001  1.2135340961085117e+002  5.5604820004459484e+001
  3.1227979704430169e+001  1.2134912917807213e+002  8.0122413876265142e+001
  3.1222698931102794e+001  1.2135043965716564e+002  5.2704587417227607e+001
  3.1220992241516178e+001  1.2135660712074882e+002  8.2704644647514698e+001
  3.1228208915464002e+001  1.2135567354266379e+002  6.8674256546665916e+001
  3.1228544062992800e+001  1.2134477618421808e+002  5.9507816927398260e+001
  3.1228543979022305e+001  1.2134544835470523e+002  5.8603684598219701e+001
  3.1222536045359909e+001  1.2135056996164143e+002  7.9467837073816000e+001
  3.1216290468962971e+001  1.2135163799354278e+002  9.6113899817846345e+001
  3.1210631338802276e+001  1.2135885057148997e+002  3.9709420958747664e+001
  3.1211120136810376e+001  1.2136076672632848e+002  9.4535572852581438e+001
  3.1213054769615308e+001  1.2135738536087213e+002  2.3997708478948184e+001
  3.1213500735510213e+001  1.2135301192820278e+002  4.3249419314705555e+001
  3.1212879399407267e+001  1.2135898162211309e+002  5.8143479192674874e+001
  3.1217603920820320e+001  1.2135990911474373e+002  6.5623548432841119e+001
  3.1222076193030571e+001  1.2136008974263592e+002  6.2617572358565376e+001
  3.1219838939267909e+001  1.2135651136105876e+002  7.7406222157739165e+001
  3.1216264134169979e+001  1.2135640489084285e+002  5.7731296813358078e+001
  3.1219868071469680e+001  1.2135809132503721e+002  4.3444569979428493e+001
  3.1213666140195546e+001  1.2135996489319278e+002  6.2320313737516592e+001
  3.1211122513409062e+001  1.2135308870677180e+002  5.3609661099337060e+001
  3.1225723598482652e+001  1.2135538081243172e+002  9.9489883760960382e+001
  3.1219703211461521e+001  1.2135644784134901e+002  8.2273844572543524e+001
  3.1214816372628668e+001  1.2135666488240732e+002  3.9002203343462192e+001
  3.1212219269922524e+001  1.2135767199752600e+002  6.3146241893870929e+001
  3.1217669244615912e+001  1.2135652162457865e+002  5.9897513474010822e+001
  3.1222367987890571e+001  1.2135474246519652e+002  7.1039840171498227e+001
  3.1224499282994817e+001  1.2134488896982020e+002  2.4835447759954302e+001
  3.1222201110343295e+001  1.2135392201667737e+002  5.3257794793666285e+001
  3.1220035636801452e+001  1.2135372925406986e+002  6.1334667278232928e+001
  3.1211592504470516e+001  1.2135469104814399e+002  9.7751820531826468e+001
  3.1213473391433119e+001  1.2135446112170824e+002  6.9832218022681460e+001
  3.1216030259863548e+001  1.2135769345128014e+002  6.8413452401575597e+001
  3.1215728551058490e+001  1.2135954981725307e+002  6.4672948318570050e+001
  3.1216239653738143e+001  1.2135225457323661e+002  9.5556115738844966e+001
  3.1220289287141902e+001  1.2134843021636411e+002  3.5940493250423060e+001
  3.1216425239171794e+001  1.2135189871146476e+002  5.9265719850796010e+001
  3.1217416986126796e+001  1.2135969081586740e+002  9.8094178484073979e+001
  3.1219929023090220e+001  1.2135779212756096e+002  3.7485493961004629e+001
  3.1220475104822039e+001  1.2135103872896320e+002  4.3256326613550968e+001
